Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/09  15:00:00,263.635108769,30.6252399198,62.7312681414,1.51628631704,37.1018798503,116.476155989,99.4066573055,89.4808892461,9.90576805939,0.02
 01/09  16:00:00,262.010764918,30.6126620484,60.9043373852,1.1180418094,37.1018798503,116.476155989,107.404189834,88.8719529956,9.90576805939,8.62646877886
 01/09  17:00:00,263.553104008,30.2574887556,58.2384347962,1.03023351339,37.1018798503,116.476155989,101.368630172,91.4428621126,9.90576805939,0.02
 01/09  18:00:00,263.236746035,29.8957634741,47.4928921618,1.19381288055,37.1018798503,116.476155989,104.82506065,94.8992925903,9.90576805939,0.02
 01/09  19:00:00,165.156343207,27.6003810464,30.6067359949,0.0,24.7345865669,47.5788473902,79.0353021359,74.0624181063,4.9528840297,0.02
 01/09  20:00:00,161.635617545,28.2921898743,26.9844310777,0.0,24.7345865669,47.5788473902,94.6885286343,81.1281067326,4.9528840297,8.60753787191
 01/09  21:00:00,137.369398268,26.2167633905,23.8942639313,0.0,12.3672932834,38.6892022431,100.497685334,97.5059549163,2.97173041782,0.02
 01/09  22:00:00,90.1864025561,13.6181072381,12.2343634142,0.000436511252417,12.3672932834,27.0668015668,54.3739625113,51.3822320934,2.97173041782,0.02
 01/09  23:00:00,96.9478567211,21.8473028254,18.8359826181,0.0,4.12243109448,15.9888894789,96.717066317,93.7253358992,2.97173041782,0.02
 01/09  24:00:00,85.3501541867,18.6769775621,14.6199219579,0.043801719843,4.12243109448,15.9888894789,79.1555108404,76.1637804226,2.97173041782,0.02
 01/10  01:00:00,98.0282694665,22.5391116534,17.6016826725,0.132595285301,4.12243109448,15.9888894789,100.467069676,97.4753392584,2.97173041782,0.02
 01/10  02:00:00,83.8581304787,17.9390481456,13.7437921902,0.192412215331,4.12243109448,15.9888894789,81.8753288913,78.8835984735,2.97173041782,0.02
 01/10  03:00:00,92.6398863564,23.2309204813,16.1577866765,1.0848404733,4.12243109448,15.9888894789,103.343018009,100.351287591,2.97173041782,0.02
 01/10  04:00:00,81.2561582153,18.3080128539,12.7150979221,1.03648311332,4.12243109448,15.9888894789,84.9828345687,81.9911041509,2.97173041782,0.02
 01/10  05:00:00,117.546761203,27.7541163415,18.0969637306,1.64716635115,12.3672932834,24.9413748627,119.357558019,114.384673989,4.9528840297,0.02
 01/10  06:00:00,145.90940172,28.5801707217,21.1510895475,28.5034779074,12.3672932834,24.9413748627,187.042771451,182.069887422,4.9528840297,0.02
 01/10  07:00:00,191.805041767,29.0838799835,21.2053738664,21.9788991222,24.7345865669,70.7195625826,153.474195645,143.548427586,9.90576805939,0.02
 01/10  08:00:00,200.306712338,29.1762779656,22.595667817,13.9085868575,37.1018798503,92.3937384068,132.366584884,122.440816824,9.90576805939,0.02
 01/10  09:00:00,209.743472446,29.2494501849,27.8605654182,10.4457512232,37.1018798503,104.434947198,124.653922221,114.728154162,9.90576805939,0.02
 01/10  10:00:00,233.695378828,29.3274196615,42.8385871965,7.3001051173,37.1018798503,116.476155989,127.54715772,109.01751007,9.90576805939,8.62387959056
 01/10  11:00:00,244.19124639,29.4173878295,55.6214067894,4.92258957493,37.1018798503,116.476155989,114.241312478,104.315544419,9.90576805939,0.02
 01/10  12:00:00,247.897322965,29.5828423414,60.8486786903,3.23569009941,37.1018798503,116.476155989,118.826649555,100.291692413,9.90576805939,8.62918908347
 01/10  13:00:00,235.637525082,30.0752471163,61.5870748009,1.78692030209,37.1018798503,104.434947198,104.040462525,94.1146944656,9.90576805939,0.02
 01/10  14:00:00,247.656958,30.1794572647,62.108275346,1.13912685485,37.1018798503,116.476155989,102.132243818,92.2064757586,9.90576805939,0.02
 01/10  15:00:00,246.086358807,30.1391834332,61.0081674292,0.709140950199,37.1018798503,116.476155989,111.243205531,92.7096077161,9.90576805939,8.62782975565
 01/10  16:00:00,244.455550442,30.2166228619,59.4907687098,0.518493772653,37.1018798503,116.476155989,101.417873498,91.4921054386,9.90576805939,0.02
 01/10  17:00:00,245.174628591,30.0651271934,55.5497665702,0.632227354363,37.1018798503,116.476155989,111.253690291,92.7251937022,9.90576805939,8.6227285295
 01/10  18:00:00,247.932655124,29.8658687792,46.9029400249,0.949007579003,37.1018798503,116.476155989,104.717695623,94.7919275639,9.90576805939,0.02
 01/10  19:00:00,155.244429069,27.6003810464,32.3980842017,0.0,24.7345865669,47.5788473902,78.9380387336,73.9651547039,4.9528840297,0.02
 01/10  20:00:00,151.223860876,28.2921898743,28.1228835716,0.0,24.7345865669,47.5788473902,85.8022440652,80.8293600355,4.9528840297,0.02
 01/10  21:00:00,118.324907822,26.6779692758,22.7973592469,0.0,12.3672932834,38.6892022431,100.610668598,97.6189381804,2.97173041782,0.02
 01/10  22:00:00,83.3233574649,14.9046855789,12.3950776872,0.0,12.3672932834,27.0668015668,59.5149001768,56.523169759,2.97173041782,0.02
 01/10  23:00:00,81.9239286023,21.8473028254,18.8141585786,0.0,4.12243109448,15.9888894789,97.1936527635,94.2019223457,2.97173041782,0.02
 01/10  24:00:00,75.208066287,18.8614599162,14.5482452896,0.0635093456357,4.12243109448,15.9888894789,79.3897502005,76.3980197827,2.97173041782,0.02
 01/11  01:00:00,83.437240897,22.5391116534,16.1230459064,0.178174859155,4.12243109448,15.9888894789,101.216808297,98.2250778793,2.97173041782,0.02
 01/11  02:00:00,71.2092206554,17.9390481456,12.2553445954,0.282091571384,4.12243109448,15.9888894789,82.9116174552,79.9198870374,2.97173041782,0.02
 01/11  03:00:00,80.9674879879,23.0003175387,15.5344665251,1.06809024857,4.12243109448,15.9888894789,104.444190175,101.452459757,2.97173041782,0.02
 01/11  04:00:00,74.3849785982,18.6308569736,12.443005605,1.65750459225,4.12243109448,15.9888894789,84.7502427662,81.7585123484,2.97173041782,0.02
 01/11  05:00:00,110.883095179,27.4466457513,17.6774453119,1.27663554329,12.3672932834,24.9413748627,119.150978716,114.178094686,4.9528840297,0.02
 01/11  06:00:00,143.636754733,28.5904828068,21.6336155927,26.367753566,12.3672932834,24.9413748627,186.455304582,181.482420552,4.9528840297,0.02
 01/11  07:00:00,193.105411825,29.1004311632,22.2387997637,20.3813157515,24.7345865669,70.7195625826,151.606979455,141.681211396,9.90576805939,0.02
 01/11  08:00:00,205.085021087,29.2380462001,23.9591393573,12.8520318708,37.1018798503,92.3937384068,139.094819305,120.581889088,9.90576805939,8.60716215773
 01/11  09:00:00,210.068891723,29.3644490635,28.6889906279,7.9236284082,37.1018798503,104.434947198,121.419671234,111.493903174,9.90576805939,0.02
 01/11  10:00:00,226.238127024,29.5693631549,37.5246343383,4.91484720358,37.1018798503,116.476155989,113.549256817,103.623488758,9.90576805939,0.02
 01/11  11:00:00,238.462032557,29.8751318468,51.0917350302,3.08246246249,37.1018798503,116.476155989,116.512360983,97.9802464145,9.90576805939,8.62634650915
 01/11  12:00:00,247.43540729,29.8977296478,58.0735823106,1.96011288116,37.1018798503,116.476155989,106.408134626,96.4823665667,9.90576805939,0.02
 01/11  13:00:00,231.488711633,29.9808622936,57.4096540535,1.24163963894,37.1018798503,104.434947198,105.826385344,95.900617285,9.90576805939,0.02
 01/11  14:00:00,243.690831625,30.4341201381,58.2676214954,0.75903331595,37.1018798503,116.476155989,109.466257112,90.9321659146,9.90576805939,8.62832313807
 01/11  15:00:00,243.572296865,30.2308787811,58.5252714025,0.586272322378,37.1018798503,116.476155989,102.468527329,92.5427592699,9.90576805939,0.02
 01/11  16:00:00,241.50231794,30.1036058345,56.6319912561,0.537010945532,37.1018798503,116.476155989,112.283166689,93.7508857986,9.90576805939,8.62651283143
 01/11  17:00:00,243.934882751,29.9678649406,54.2636634482,0.775920859699,37.1018798503,116.476155989,104.76789046,94.8421224005,9.90576805939,0.02
 01/11  18:00:00,245.861032782,29.8553140546,46.5370422501,1.1456317062,37.1018798503,116.476155989,105.857585216,95.9318171567,9.90576805939,0.02
 01/11  19:00:00,147.679145333,27.6003810464,32.543651186,0.0,24.7345865669,47.5788473902,80.0264928373,75.0536088076,4.9528840297,0.02
 01/11  20:00:00,143.718076363,28.2921898743,28.3685712553,0.0,24.7345865669,47.5788473902,86.5285822376,81.5556982079,4.9528840297,0.02
 01/11  21:00:00,116.066048304,26.6779692758,23.5844572821,0.00324431618357,12.3672932834,38.6892022431,109.404311835,97.8250563789,2.97173041782,8.60752503868
 01/11  22:00:00,81.8350152271,14.9046855789,12.6480126223,0.0,12.3672932834,27.0668015668,59.5916087662,56.5998783484,2.97173041782,0.02
 01/11  23:00:00,75.6954640848,18.3517343734,17.1756406237,0.0,4.12243109448,15.9888894789,82.0780282303,79.0862978125,2.97173041782,0.02
 01/11  24:00:00,78.4780320533,18.8614599162,15.8301376132,0.0649416802247,4.12243109448,15.9888894789,79.1763327465,76.1846023287,2.97173041782,0.02
 01/12  01:00:00,89.0464509076,22.5391116534,16.9656814227,0.13581190381,4.12243109448,15.9888894789,100.271480296,97.279749878,2.97173041782,0.02
 01/12  02:00:00,77.6216489079,17.9390481456,12.5212176958,0.200678336337,4.12243109448,15.9888894789,82.1032885588,79.111558141,2.97173041782,0.02
 01/12  03:00:00,84.2453922847,23.0003175387,15.0515824222,1.04057362253,4.12243109448,15.9888894789,103.967693419,100.975963001,2.97173041782,0.02
 01/12  04:00:00,72.5370352376,18.6308569736,12.2066422992,1.6692962139,4.12243109448,15.9888894789,85.0440302007,82.0522997829,2.97173041782,0.02
 01/12  05:00:00,100.99898902,27.4466457513,17.6683344666,1.30686567934,12.3672932834,24.9413748627,119.951027454,114.978143424,4.9528840297,0.02
 01/12  06:00:00,130.880270002,28.5939203877,20.4320011875,26.5183133119,12.3672932834,24.9413748627,187.250104887,182.277220857,4.9528840297,0.02
 01/12  07:00:00,181.998166448,29.110521011,20.3061966771,21.4109636751,24.7345865669,70.7195625826,153.32957087,143.403802811,9.90576805939,0.02
 01/12  08:00:00,193.80558833,29.2489484681,20.8774922803,13.4310432972,37.1018798503,92.3937384068,131.738093553,121.812325493,9.90576805939,0.02
 01/12  09:00:00,204.941317645,29.3680464932,24.7833738331,8.60220173317,37.1018798503,104.434947198,122.473370046,112.547601987,9.90576805939,0.02
 01/12  10:00:00,221.221629779,29.5320443779,31.7492435765,5.71104580838,37.1018798503,116.476155989,123.417519075,104.887844391,9.90576805939,8.62390662404
 01/12  11:00:00,230.522449794,29.8681519914,42.4338463916,3.99060180994,37.1018798503,116.476155989,108.716703667,98.7909356073,9.90576805939,0.02
 01/12  12:00:00,239.211632416,30.253230489,51.885833249,2.84244630276,37.1018798503,116.476155989,112.747147583,94.2139007858,9.90576805939,8.62747873744
 01/12  13:00:00,231.723414656,30.6438368945,55.8337129885,1.61153949783,37.1018798503,104.434947198,100.575260139,90.6494920794,9.90576805939,0.02
 01/12  14:00:00,246.344261277,30.9554647915,60.1230382796,1.03567520423,37.1018798503,116.476155989,97.2175868368,87.2918187774,9.90576805939,0.02
 01/12  15:00:00,247.659390968,31.1176513981,61.6253615065,0.686484256356,37.1018798503,116.476155989,104.018793587,85.4851332125,9.90576805939,8.62789231473
 01/12  16:00:00,245.295922251,31.0287315692,59.5041813286,0.533355958081,37.1018798503,116.476155989,95.588123866,85.6623558066,9.90576805939,0.02
 01/12  17:00:00,241.611610987,30.6082173545,53.8126851897,0.612377108433,37.1018798503,116.476155989,98.6148638581,88.6890957987,9.90576805939,0.02
 01/12  18:00:00,242.755535268,30.1791798814,43.3817863534,0.871517197594,37.1018798503,116.476155989,111.425284419,92.904283173,9.90576805939,8.6152331869
 01/12  19:00:00,142.341211198,27.6003810464,27.6835385267,0.0,24.7345865669,47.5788473902,78.9996554883,74.0267714586,4.9528840297,0.02
 01/12  20:00:00,138.482558903,28.2921898743,22.171991864,0.0,24.7345865669,47.5788473902,86.4558480379,81.4829640082,4.9528840297,0.02
 01/12  21:00:00,113.998639015,26.6779692758,20.0525231491,0.0,12.3672932834,38.6892022431,101.108661846,98.1169314287,2.97173041782,0.02
 01/12  22:00:00,89.9631488176,19.274146144,13.9552155907,0.0,12.3672932834,27.0668015668,77.7468041129,74.755073695,2.97173041782,0.02
 01/12  23:00:00,69.1415853184,17.5700834374,13.1489316549,0.0,4.12243109448,15.9888894789,77.937603903,74.9458734851,2.97173041782,0.02
 01/12  24:00:00,80.1426444517,22.769714596,16.5998479336,0.091390045931,4.12243109448,15.9888894789,99.6216361057,96.6299056879,2.97173041782,0.02
 01/13  01:00:00,70.839526006,18.492495208,12.5831358836,0.355959840298,4.12243109448,15.9888894789,81.3158905212,78.3241601034,2.97173041782,0.02
 01/13  02:00:00,79.5214014147,22.0779057681,15.2793715597,0.0806887760752,4.12243109448,15.9888894789,103.117317564,100.125587146,2.97173041782,0.02
 01/13  03:00:00,71.8275767976,18.4002540309,11.622047292,0.978324498084,4.12243109448,15.9888894789,84.0133380323,81.0216076145,2.97173041782,0.02
 01/13  04:00:00,83.6653103809,23.0003175387,13.8952204161,1.78597105342,4.12243109448,15.9888894789,105.842873164,102.851142746,2.97173041782,0.02
 01/13  05:00:00,111.641540745,28.0308398727,15.0754311507,2.67260886528,12.3672932834,24.9413748627,119.787044969,114.814160939,4.9528840297,0.02
 01/13  06:00:00,137.622364246,28.120999765,18.6908513275,23.7352553163,12.3672932834,24.9413748627,187.470837268,182.497953239,4.9528840297,0.02
 01/13  07:00:00,196.567988563,29.1304962445,19.348800562,22.7731194611,24.7345865669,70.7195625826,152.584875324,142.659107264,9.90576805939,0.02
 01/13  08:00:00,205.23985185,29.263981106,20.4798300718,13.723828423,37.1018798503,92.3937384068,139.185343436,120.672393644,9.90576805939,8.60718173283
 01/13  09:00:00,206.854302248,29.3891965454,23.5538505364,8.75110631736,37.1018798503,104.434947198,121.59469484,111.668926781,9.90576805939,0.02
 01/13  10:00:00,221.623430654,29.6190636245,32.1462738325,5.62882206191,37.1018798503,116.476155989,113.50068645,103.57491839,9.90576805939,0.02
 01/13  11:00:00,230.162308972,29.9881863299,41.964911327,3.97928744756,37.1018798503,116.476155989,116.202144236,97.6684134977,9.90576805939,8.62796267904
 01/13  12:00:00,240.71102265,30.4270412794,53.2567213512,2.79722408334,37.1018798503,116.476155989,102.967666586,93.0418985267,9.90576805939,0.02
 01/13  13:00:00,235.601336478,30.9009414103,59.6205703361,1.5300538642,37.1018798503,104.434947198,98.9054699022,88.9797018428,9.90576805939,0.02
 01/13  14:00:00,251.009773004,31.2588541088,64.218334575,0.866553911984,37.1018798503,116.476155989,104.337278184,85.8033017797,9.90576805939,8.62820834513
 01/13  15:00:00,254.1073693,31.538063598,66.334741977,0.522120860196,37.1018798503,116.476155989,93.2924438182,83.3666757588,9.90576805939,0.02
 01/13  16:00:00,253.899970041,31.4935116104,66.3031420299,0.337722893779,37.1018798503,116.476155989,101.582699192,83.050410942,9.90576805939,8.62652019016
 01/13  17:00:00,245.147795135,30.9433119014,57.1887190673,0.437496597521,37.1018798503,116.476155989,96.534258929,86.6084908697,9.90576805939,0.02
 01/13  18:00:00,243.334424179,30.3532694623,43.870707309,0.787409288714,37.1018798503,116.476155989,101.863492097,91.9377240379,9.90576805939,0.02
 01/13  19:00:00,145.578317765,27.7156825177,30.5030925509,0.0,24.7345865669,47.5788473902,78.1636300948,73.1907460651,4.9528840297,0.02
 01/13  20:00:00,141.892267597,28.4074913457,25.8965176614,0.0,24.7345865669,47.5788473902,85.3560889765,80.3832049468,4.9528840297,0.02
 01/13  21:00:00,113.911121835,27.1391751611,20.9576716092,0.0,12.3672932834,38.6892022431,100.339088707,97.3473582896,2.97173041782,0.02
 01/13  22:00:00,86.7450035937,17.9390481456,13.3311601396,0.0,12.3672932834,27.0668015668,82.9003629868,71.3237922278,2.97173041782,8.60484034122
 01/13  23:00:00,81.3162548,21.8473028254,16.4198178963,0.0,4.12243109448,15.9888894789,96.261030091,93.2692996732,2.97173041782,0.02
 01/13  24:00:00,75.013728659,18.8614599162,12.7955196348,0.144318243287,4.12243109448,15.9888894789,79.6378336617,76.6461032439,2.97173041782,0.02
 01/14  01:00:00,84.2010715658,22.5391116534,15.1433960157,0.223125343806,4.12243109448,15.9888894789,101.511790918,98.5200605,2.97173041782,0.02
 01/14  02:00:00,76.8555623102,17.9390481456,12.669885784,0.30072631536,4.12243109448,15.9888894789,82.3883321763,79.3966017584,2.97173041782,0.02
 01/14  03:00:00,88.151179483,23.0003175387,15.8640126511,1.0792542816,4.12243109448,15.9888894789,103.537918177,100.54618776,2.97173041782,0.02
 01/14  04:00:00,80.1909134968,18.6308569736,12.4472131429,1.70745098264,4.12243109448,15.9888894789,84.1789744901,81.1872440723,2.97173041782,0.02
 01/14  05:00:00,101.219787831,26.9085722185,17.1187000263,1.32196225375,4.12243109448,16.0517297156,125.099989931,122.108259513,2.97173041782,0.02
 01/14  06:00:00,103.236807069,28.0615869317,17.2029944402,4.53178088077,4.12243109448,16.0517297156,126.406370057,123.414639639,2.97173041782,0.02
 01/14  07:00:00,127.493120222,28.9839987023,16.4460853857,8.66291765597,4.12243109448,39.6058045677,107.05124937,104.059518953,2.97173041782,0.02
 01/14  08:00:00,180.729505081,29.0159082187,20.7455903372,36.394035906,12.3672932834,65.3531420225,162.262688646,157.289804616,4.9528840297,0.02
 01/14  09:00:00,173.007716951,29.0072718357,26.6448772114,25.7862753903,12.3672932834,68.2430321324,155.216395491,150.243511462,4.9528840297,0.02
 01/14  10:00:00,200.658760184,29.0448950119,40.5748014389,14.6279889178,16.4897243779,93.1370602926,139.578643502,131.634029054,7.92461444751,0.02
 01/14  11:00:00,207.59452041,29.1388483491,52.9343952525,10.6910535554,16.4897243779,93.1370602926,131.264957484,123.320343036,7.92461444751,0.02
 01/14  12:00:00,213.771725142,29.3088986452,58.8822216147,9.07612205369,16.4897243779,93.1370602926,134.973720407,118.437466985,7.92461444751,8.61163897407
 01/14  13:00:00,209.348609389,29.4568609312,62.7062549725,7.40692773787,16.4897243779,83.9857416113,123.119549615,115.174935167,7.92461444751,0.02
 01/14  14:00:00,208.534643262,29.5903315717,64.496663892,5.71993021158,16.4897243779,83.9857416113,120.477244521,112.532630073,7.92461444751,0.02
 01/14  15:00:00,208.41261755,29.626233675,66.4608043778,4.54337916873,16.4897243779,83.9857416113,118.866917709,110.922303261,7.92461444751,0.02
 01/14  16:00:00,180.003160744,28.9839987023,60.1950320244,0.0,12.3672932834,70.6512738906,62.1025358186,57.1296517889,4.9528840297,0.02
 01/14  17:00:00,170.104324068,28.9839987023,52.909424136,0.0,12.3672932834,70.6512738906,64.0460563694,59.0731723397,4.9528840297,0.02
