Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/15  02:00:00,85.3910480772,21.8473028254,15.1402988294,0.0,2.06121554724,15.9888894789,109.130887345,106.139156927,2.97173041782,0.02
 01/15  03:00:00,78.2027442427,18.4002540309,11.7417364788,1.55867076593,2.06121554724,15.9888894789,87.6192412991,84.6275108813,2.97173041782,0.02
 01/15  04:00:00,93.5890749244,23.5076440125,14.3647516275,3.97987589814,2.06121554724,15.9888894789,109.986254379,106.994523961,2.97173041782,0.02
 01/15  05:00:00,82.9525264113,19.3226658015,10.8648658323,5.95938596267,2.06121554724,15.9888894789,89.1267910378,86.13506062,2.97173041782,0.02
 01/15  06:00:00,97.4810288374,24.1533322519,12.8053857732,9.69873061141,2.06121554724,15.9888894789,112.075086496,109.083356078,2.97173041782,0.02
 01/15  07:00:00,81.1020203388,19.3226658015,9.85321397818,8.99976711264,2.06121554724,15.9888894789,90.8287116373,87.8369812194,2.97173041782,0.02
 01/15  08:00:00,80.0735133131,22.769714596,13.8912484926,4.23738833968,2.06121554724,15.9888894789,111.677588569,108.685858151,2.97173041782,0.02
 01/15  09:00:00,90.910065329,17.4778422604,13.8163919019,0.0,4.12243109448,41.7362269337,85.2232520554,80.2503680257,4.9528840297,0.02
 01/15  10:00:00,104.074091482,23.0003175387,23.222234086,1.24536679171,4.12243109448,41.7362269337,99.1779076038,94.2050235741,4.9528840297,0.02
 01/15  11:00:00,96.3764637497,18.7692187392,24.4441930736,0.991900839552,4.12243109448,41.7362269337,78.9450886859,73.9722046562,4.9528840297,0.02
 01/15  12:00:00,118.100249076,23.7843675437,38.0317582579,0.928361627229,4.12243109448,41.7362269337,93.7067836882,88.7338996585,4.9528840297,0.02
 01/15  13:00:00,103.51850714,19.3227405986,33.1701816057,0.681199642662,4.12243109448,41.7362269337,74.8688339785,69.8959499488,4.9528840297,0.02
 01/15  14:00:00,124.070837344,24.1554177159,43.9198438616,0.312228355893,4.12243109448,41.7362269337,90.0987643755,85.1258803458,4.9528840297,0.02
 01/15  15:00:00,111.197586691,19.3244652023,35.7986494063,0.0573122510276,4.12243109448,41.7362269337,72.8092698902,67.8363858605,4.9528840297,0.02
 01/15  16:00:00,131.696545408,24.1534455529,44.9367064698,0.0450170819795,4.12243109448,41.7362269337,92.7508373432,87.7779533135,4.9528840297,0.02
 01/15  17:00:00,92.0197198941,18.2157716768,29.571150501,0.00790155868406,4.12243109448,24.8785346261,77.8468650294,72.8739809997,4.9528840297,0.02
 01/15  18:00:00,89.1624850135,18.4002540309,27.7615591562,0.0695747161686,2.06121554724,15.9888894789,81.4711415403,78.4794111225,2.97173041782,0.02
 01/15  19:00:00,67.8104145282,13.1083816953,16.2931453166,0.0,2.06121554724,15.9888894789,64.6185394518,61.6268090339,2.97173041782,0.02
 01/15  20:00:00,51.9507085157,8.73892113018,10.0475358279,0.0,2.06121554724,15.9888894789,44.3665868933,41.3748564755,2.97173041782,0.02
 01/15  21:00:00,80.3111735842,21.8473028254,22.6641199567,0.0,2.06121554724,15.9888894789,107.400113029,104.408382611,2.97173041782,0.02
 01/15  22:00:00,73.2511494382,18.8614599162,16.9115199933,0.865130081633,2.06121554724,15.9888894789,88.7679220944,85.7761916766,2.97173041782,0.02
 01/15  23:00:00,80.2148401058,21.8473028254,19.3751286756,0.0,2.06121554724,15.9888894789,112.232640224,109.240909807,2.97173041782,0.02
 01/15  24:00:00,74.475609483,18.7692187392,14.3273224946,1.70952156943,2.06121554724,15.9888894789,91.9332371582,88.9415067404,2.97173041782,0.02
 01/16  01:00:00,79.7175492355,21.8473028254,16.9417795564,0.0,2.06121554724,15.9888894789,113.591542011,110.599811593,2.97173041782,0.02
 01/16  02:00:00,74.2579420251,18.8614599162,12.8352580208,3.15215439147,2.06121554724,15.9888894789,92.1250542681,89.1333238502,2.97173041782,0.02
 01/16  03:00:00,87.3472983522,23.2309204813,15.2493851771,4.7819126693,2.06121554724,15.9888894789,114.899683346,111.907952928,2.97173041782,0.02
 01/16  04:00:00,81.2127911053,19.3226658015,11.8179687614,7.63494280969,2.06121554724,15.9888894789,101.30130183,89.7277888341,2.97173041782,8.60178257833
 01/16  05:00:00,98.4684752275,24.1533322519,14.8314572841,11.191133856,2.06121554724,15.9888894789,115.298810293,112.307079875,2.97173041782,0.02
 01/16  06:00:00,87.3389905642,19.3226658015,12.1696293089,9.94595900802,2.06121554724,15.9888894789,93.0756100197,90.0838796019,2.97173041782,0.02
 01/16  07:00:00,96.0712578288,24.1533322519,15.1788543823,13.5055424378,2.06121554724,15.9888894789,115.934498408,112.94276799,2.97173041782,0.02
 01/16  08:00:00,69.5364828367,19.3226658015,12.1614206192,11.0403752847,2.06121554724,15.9888894789,93.5706337246,90.5789033068,2.97173041782,0.02
 01/16  09:00:00,105.238779293,23.8766087207,17.1769456454,7.34552399459,4.12243109448,41.7362269337,110.038160925,105.065276895,4.9528840297,0.02
 01/16  10:00:00,91.2027679147,18.5847363851,17.0447509156,2.61730582433,4.12243109448,41.7362269337,84.565074009,79.5921899793,4.9528840297,0.02
 01/16  11:00:00,108.937808231,23.1386793043,29.6103098315,2.46086887044,4.12243109448,41.7362269337,99.5771184416,94.6042344119,4.9528840297,0.02
 01/16  12:00:00,98.1836121724,18.6308569736,28.8290481752,1.03881718905,4.12243109448,41.7362269337,78.9792820491,74.0063980194,4.9528840297,0.02
 01/16  13:00:00,115.290322233,23.6923030613,40.3663420072,1.50481662518,4.12243109448,41.7362269337,93.495581622,88.5226975923,4.9528840297,0.02
 01/16  14:00:00,108.757279985,19.784164018,37.8720780715,1.33946712003,4.12243109448,41.7362269337,74.3960628401,69.4231788104,4.9528840297,0.02
 01/16  15:00:00,124.570203495,23.6967542534,45.5894476725,0.373127875104,4.12243109448,41.7362269337,89.6582486171,84.6853645874,4.9528840297,0.02
 01/16  16:00:00,107.924424511,19.7841449744,38.61366337,0.234247707843,4.12243109448,41.7362269337,73.8347053848,68.8618213551,4.9528840297,0.02
 01/16  17:00:00,96.0903199027,23.3462219526,38.3175279781,0.221405047225,4.12243109448,24.8785346261,94.4381088551,89.4652248254,4.9528840297,0.02
 01/16  18:00:00,67.0001974117,14.9046855789,19.1647943261,0.296878348544,2.06121554724,15.9888894789,68.1331075673,65.1413771495,2.97173041782,0.02
 01/16  19:00:00,54.6966061027,10.9236514127,11.3304713344,0.0,2.06121554724,15.9888894789,57.1015168127,54.1097863949,2.97173041782,0.02
 01/16  20:00:00,79.3638665816,21.8473028254,24.3889377006,0.0,2.06121554724,15.9888894789,109.1458157,106.154085283,2.97173041782,0.02
 01/16  21:00:00,68.8587205351,17.4778422604,18.5545529885,0.0,2.06121554724,15.9888894789,89.3806553878,86.38892497,2.97173041782,0.02
 01/16  22:00:00,80.0115796032,21.8473028254,21.6289819128,0.0,2.06121554724,15.9888894789,113.438062529,110.446332111,2.97173041782,0.02
 01/16  23:00:00,67.3251073365,17.4778422604,15.9420960543,0.0,2.06121554724,15.9888894789,92.1332577331,89.1415273153,2.97173041782,0.02
 01/16  24:00:00,74.4695945622,22.3085087107,18.3986012296,0.618813859572,2.06121554724,15.9888894789,115.683024717,112.691294299,2.97173041782,0.02
 01/17  01:00:00,69.3404275204,18.4002540309,13.8237337298,1.66058769844,4.12243109448,15.9888894789,91.7455151625,88.7537847447,2.97173041782,0.02
 01/17  02:00:00,77.5371626733,22.769714596,16.8986785814,2.02005737343,4.12243109448,15.9888894789,114.246806103,111.255075685,2.97173041782,0.02
 01/17  03:00:00,67.0830255026,17.9390481456,12.8343821924,1.20079697549,4.12243109448,15.9888894789,92.84979903,89.8580686122,2.97173041782,0.02
 01/17  04:00:00,83.5228993307,24.0380307806,15.2863285235,7.73936654331,4.12243109448,15.9888894789,115.930544362,112.938813944,2.97173041782,0.02
 01/17  05:00:00,106.563990256,28.0615869317,17.5948822528,5.79453300349,12.3672932834,24.9413748627,132.190850247,127.217966217,4.9528840297,0.02
 01/17  06:00:00,139.269860323,28.0782680972,21.5615517278,35.2285587054,12.3672932834,24.9413748627,200.969015088,195.996131058,4.9528840297,0.02
 01/17  07:00:00,190.37873876,29.0290628121,22.2274735142,33.6233595221,24.7345865669,70.7195625826,166.663084978,156.737316918,9.90576805939,0.02
 01/17  08:00:00,202.668366218,29.0638587426,22.2462186711,21.2138445097,37.1018798503,92.3937384068,151.470860541,132.958885844,9.90576805939,8.6062066374
 01/17  09:00:00,210.864849859,29.1039540651,24.7274238608,14.8458232793,37.1018798503,104.434947198,132.608890063,122.683122004,9.90576805939,0.02
 01/17  10:00:00,228.716146113,29.2742736736,35.42247354,9.79011771248,37.1018798503,116.476155989,123.066049409,113.14028135,9.90576805939,0.02
 01/17  11:00:00,234.819680438,29.5195071391,43.6810793033,7.38917258209,37.1018798503,116.476155989,124.750259238,106.216463081,9.90576805939,8.62802809769
 01/17  12:00:00,240.119774636,29.7668102349,50.3044054597,5.81851743689,37.1018798503,116.476155989,111.629774233,101.704006173,9.90576805939,0.02
 01/17  13:00:00,235.360057849,30.1137715477,59.1199641501,3.93797038286,37.1018798503,104.434947198,107.039175563,97.1134075035,9.90576805939,0.02
 01/17  14:00:00,247.579961024,30.3811548601,60.6441836268,2.32455047181,37.1018798503,116.476155989,111.774899298,93.2397410373,9.90576805939,8.62939020161
 01/17  15:00:00,247.4778206,30.5362739276,61.3022977916,1.40937440252,37.1018798503,116.476155989,100.828029251,90.9022611918,9.90576805939,0.02
 01/17  16:00:00,249.137853318,30.5584446201,63.4524915285,0.897196032096,37.1018798503,116.476155989,108.459030458,89.9266465376,9.90576805939,8.6266158612
 01/17  17:00:00,248.802217874,30.2478469085,61.2061833081,0.769917547961,37.1018798503,116.476155989,102.098504287,92.1727362281,9.90576805939,0.02
 01/17  18:00:00,253.690437414,29.8767924652,54.5910455391,0.899554301561,37.1018798503,116.476155989,105.734117687,95.808349628,9.90576805939,0.02
 01/17  19:00:00,151.715390614,27.7156825177,36.9423976466,0.0,24.7345865669,47.5788473902,79.8661617753,74.8932777456,4.9528840297,0.02
 01/17  20:00:00,149.283132276,28.2921898743,33.9336270416,0.0,24.7345865669,47.5788473902,86.7466159142,81.7737318845,4.9528840297,0.02
 01/17  21:00:00,120.987408772,27.1391751611,28.0478527356,0.0,12.3672932834,38.6892022431,110.020474129,98.442232428,2.97173041782,8.60651128356
 01/17  22:00:00,81.0124506417,13.5695875806,13.5586400298,0.0,12.3672932834,27.0668015668,60.0600152892,57.0682848714,2.97173041782,0.02
 01/17  23:00:00,76.235552042,21.8473028254,19.2082469136,0.0,4.12243109448,15.9888894789,98.5947243957,95.6029939778,2.97173041782,0.02
 01/17  24:00:00,69.0059144912,18.5847363851,14.5228951528,0.000445123220743,4.12243109448,15.9888894789,80.4341744051,77.4424439873,2.97173041782,0.02
 01/18  01:00:00,76.9518207186,22.5391116534,17.5463050565,0.0636904031029,4.12243109448,15.9888894789,102.035686992,99.043956574,2.97173041782,0.02
 01/18  02:00:00,70.1899894965,17.9390481456,13.7792761208,0.133705763071,4.12243109448,15.9888894789,83.0057502793,80.0140198615,2.97173041782,0.02
 01/18  03:00:00,80.0504972264,23.2309204813,16.5285721044,0.785879007669,4.12243109448,15.9888894789,103.496095329,100.504364911,2.97173041782,0.02
 01/18  04:00:00,72.880565138,18.0312893227,13.4968989889,0.392368808041,4.12243109448,15.9888894789,84.8198807923,81.8281503745,2.97173041782,0.02
 01/18  05:00:00,111.012336754,27.9078516366,19.0507375551,1.31627072402,12.3672932834,24.9413748627,119.046987564,114.074103535,4.9528840297,0.02
 01/18  06:00:00,139.012091337,28.5727111353,21.9367256966,26.6517208942,12.3672932834,24.9413748627,186.988298612,182.015414583,4.9528840297,0.02
 01/18  07:00:00,183.451023275,29.0789931843,22.2337778865,19.8571923338,24.7345865669,70.7195625826,153.072475228,143.146707168,9.90576805939,0.02
 01/18  08:00:00,195.638409671,29.1691058024,23.3489560779,11.1790514534,37.1018798503,92.3937384068,131.030117689,121.10434963,9.90576805939,0.02
 01/18  09:00:00,204.153033223,29.2765530949,25.6346748742,7.05410871367,37.1018798503,104.434947198,121.703550999,111.777782939,9.90576805939,0.02
 01/18  10:00:00,220.981261228,29.4962979113,32.5604557148,4.69520098968,37.1018798503,116.476155989,122.960545429,104.432577635,9.90576805939,8.62219973496
 01/18  11:00:00,233.035251338,29.8999195004,45.7092203998,3.19625990191,37.1018798503,116.476155989,108.248864932,98.3230968724,9.90576805939,0.02
 01/18  12:00:00,243.054506323,30.3384704441,56.5430964882,1.9428142144,37.1018798503,116.476155989,112.172578353,93.6374860461,9.90576805939,8.62932424768
 01/18  13:00:00,235.71566109,30.7194221646,61.8104616036,0.997481082458,37.1018798503,104.434947198,100.170862085,90.2450940257,9.90576805939,0.02
 01/18  14:00:00,253.305330288,31.0578494958,67.4267523072,0.590643881087,37.1018798503,116.476155989,96.8533499277,86.9275818683,9.90576805939,0.02
 01/18  15:00:00,257.463941085,31.3291377869,71.5539642921,0.350935718953,37.1018798503,116.476155989,102.965706718,84.4319832172,9.90576805939,8.62795544118
 01/18  16:00:00,257.021876175,31.2804487876,71.2571883194,0.254583090222,37.1018798503,116.476155989,94.0021716401,84.0764035807,9.90576805939,0.02
 01/18  17:00:00,256.264016899,30.6612345633,68.7261542357,0.298295124331,37.1018798503,116.476155989,98.9020666173,88.9762985579,9.90576805939,0.02
 01/18  18:00:00,261.814269722,30.2812938173,62.7964735561,0.41344375598,37.1018798503,116.476155989,110.89472806,92.3736058892,9.90576805939,8.61535411119
 01/18  19:00:00,162.146300574,27.8309839891,47.2580237096,0.0,24.7345865669,47.5788473902,77.3985326763,72.4256486466,4.9528840297,0.02
 01/18  20:00:00,156.602004518,28.4074913457,41.1372189622,0.0,24.7345865669,47.5788473902,83.9890730385,79.0161890088,4.9528840297,0.02
 01/18  21:00:00,122.744779354,27.3697781038,29.5746417317,0.0,12.3672932834,38.6892022431,98.5635206226,95.5717902048,2.97173041782,0.02
 01/18  22:00:00,86.4938919707,15.1352885215,17.4834261024,0.0,12.3672932834,27.0668015668,63.4708095208,60.479079103,2.97173041782,0.02
 01/18  23:00:00,72.2604988859,18.3517343734,19.2488103296,0.0,4.12243109448,15.9888894789,81.7822131185,78.7904827007,2.97173041782,0.02
 01/18  24:00:00,68.8258389354,17.4778422604,16.7096417126,0.0,4.12243109448,15.9888894789,79.5118040598,76.520073642,2.97173041782,0.02
 01/19  01:00:00,77.813715222,23.2309204813,19.834162432,0.00228111298595,4.12243109448,15.9888894789,99.4892590311,96.4975286133,2.97173041782,0.02
 01/19  02:00:00,67.7474842572,17.8468069686,15.2456508674,0.0166714020097,4.12243109448,15.9888894789,81.8497347503,78.8580043325,2.97173041782,0.02
 01/19  03:00:00,76.1946867339,22.769714596,18.4859947099,0.192626173875,4.12243109448,15.9888894789,103.355725965,100.363995547,2.97173041782,0.02
 01/19  04:00:00,68.2355750686,18.6308569736,14.4793566413,0.487006369718,4.12243109448,15.9888894789,83.8783983185,80.8866679007,2.97173041782,0.02
 01/19  05:00:00,100.44147079,27.8463575186,19.9306240432,0.612794126949,12.3672932834,24.9413748627,117.971366828,112.998482799,4.9528840297,0.02
 01/19  06:00:00,121.224872509,28.1198108206,22.3918395819,18.6615269655,12.3672932834,24.9413748627,185.795354259,180.822470229,4.9528840297,0.02
 01/19  07:00:00,173.377855053,29.1113248431,21.8310478124,16.9366395442,24.7345865669,70.7195625826,151.629888039,141.70411998,9.90576805939,0.02
 01/19  08:00:00,192.649199271,29.2640598095,22.9771887094,10.2635026762,37.1018798503,92.3937384068,139.19569073,120.682742652,9.90576805939,8.60718001811
 01/19  09:00:00,204.420648688,29.3459290916,25.0882409877,7.79882100246,37.1018798503,104.434947198,123.428531308,113.502763248,9.90576805939,0.02
 01/19  10:00:00,224.367062115,29.4494471957,35.6951184015,4.9932233992,37.1018798503,116.476155989,117.181260205,107.255492146,9.90576805939,0.02
 01/19  11:00:00,235.682896915,29.867348882,48.894964781,2.69065466398,37.1018798503,116.476155989,117.657002054,99.1231780027,9.90576805939,8.62805599155
 01/19  12:00:00,243.680065616,30.3513646199,57.6006700377,1.49798999752,37.1018798503,116.476155989,103.27039386,93.3446258003,9.90576805939,0.02
 01/19  13:00:00,239.505791015,30.7782811532,65.6958317344,0.843335655635,37.1018798503,104.434947198,99.5795443251,89.6537762657,9.90576805939,0.02
 01/19  14:00:00,252.505010261,31.1226169708,66.7083951537,0.443910067019,37.1018798503,116.476155989,105.158797706,86.6236085144,9.90576805939,8.62942113231
 01/19  15:00:00,251.731304892,31.4695259105,65.7433684283,0.288545202795,37.1018798503,116.476155989,93.7966180661,83.8708500067,9.90576805939,0.02
 01/19  16:00:00,252.224577132,31.4907451287,66.30014453,0.203958387609,37.1018798503,116.476155989,101.811496979,83.280603869,9.90576805939,8.62512505023
 01/19  17:00:00,249.916979901,30.8591010468,62.2097952066,0.269812289111,37.1018798503,116.476155989,97.9762649033,88.0504968439,9.90576805939,0.02
 01/19  18:00:00,254.613940228,30.4321013518,55.434084075,0.424714705793,37.1018798503,116.476155989,101.638154791,91.7123867315,9.90576805939,0.02
 01/19  19:00:00,152.443688247,27.8309839891,37.5553961118,0.0,24.7345865669,47.5788473902,77.3506028777,72.377718848,4.9528840297,0.02
 01/19  20:00:00,150.765286802,28.4074913457,35.3004824294,0.0,24.7345865669,47.5788473902,84.1384561846,79.1655721549,4.9528840297,0.02
 01/19  21:00:00,126.34528807,27.3697781038,33.1751302467,0.0,12.3672932834,38.6892022431,97.9464194105,94.9546889927,2.97173041782,0.02
 01/19  22:00:00,88.5639215755,14.9046855789,19.7840496836,0.0,12.3672932834,27.0668015668,71.5099960079,59.9334307897,2.97173041782,8.60483480045
 01/19  23:00:00,76.418510984,18.8129402587,22.9456162045,0.0,4.12243109448,15.9888894789,80.3718460282,77.3801156104,2.97173041782,0.02
 01/19  24:00:00,57.0461425672,10.4867053562,12.0938759313,0.0,4.12243109448,15.9888894789,47.8864297951,44.8946993773,2.97173041782,0.02
 01/20  01:00:00,76.4878707361,19.5047490866,22.3231672635,0.0,4.12243109448,15.9888894789,83.355964614,80.3642341962,2.97173041782,0.02
 01/20  02:00:00,57.9181035111,10.8556700644,12.5968722833,0.0,4.12243109448,15.9888894789,49.0207044196,46.0289740018,2.97173041782,0.02
 01/20  03:00:00,77.920338539,19.274146144,23.9835498456,0.00268826590025,4.12243109448,15.9888894789,87.9596140543,84.9678836365,2.97173041782,0.02
 01/20  04:00:00,58.125999197,10.6505264851,12.9891842049,0.0423266707712,4.12243109448,15.9888894789,47.2860907939,44.294360376,2.97173041782,0.02
 01/20  05:00:00,114.853663563,28.0154663432,34.6062632846,0.0593207223038,12.3672932834,24.9413748627,113.295862097,108.322978068,4.9528840297,0.02
 01/20  06:00:00,130.518885395,28.1438634907,37.8727952431,12.450531734,12.3672932834,24.9413748627,179.574279691,174.601395661,4.9528840297,0.02
 01/20  07:00:00,186.26140525,29.1750234302,41.7626362558,9.82490298592,24.7345865669,70.7195625826,145.569123878,135.643355818,9.90576805939,0.02
 01/20  08:00:00,209.551740509,29.4358090622,46.047980108,3.92351460443,37.1018798503,92.3937384068,124.096991307,114.171223247,9.90576805939,0.02
 01/20  09:00:00,227.284973269,29.6594260477,53.8510461884,1.58680973391,37.1018798503,104.434947198,115.138739525,105.212971466,9.90576805939,0.02
 01/20  10:00:00,244.638045511,30.0545361787,59.5892209389,0.764968600344,37.1018798503,116.476155989,117.059706909,98.5299602885,9.90576805939,8.62397856139
 01/20  11:00:00,249.025315249,30.509797077,63.8223042171,0.463367889094,37.1018798503,116.476155989,103.076207889,93.1504398294,9.90576805939,0.02
 01/20  12:00:00,252.769230127,30.8861262014,67.3576347397,0.295353382218,37.1018798503,116.476155989,99.4053962938,89.4796282344,9.90576805939,0.02
 01/20  13:00:00,243.206832634,31.1334143445,69.7030629141,0.182043690899,37.1018798503,104.434947198,105.682715293,87.1530396318,9.90576805939,8.6239076021
 01/20  14:00:00,256.545503085,31.3304836487,70.8821463619,0.102798222334,37.1018798503,116.476155989,94.8557165224,84.929948463,9.90576805939,0.02
 01/20  15:00:00,255.260125942,31.4423954278,69.5579079059,0.0299067490169,37.1018798503,116.476155989,102.267966278,83.7342106037,9.90576805939,8.62798761527
 01/20  16:00:00,252.894460001,31.3110417197,67.3053596261,0.048408461945,37.1018798503,116.476155989,94.1386119255,84.2128438661,9.90576805939,0.02
 01/20  17:00:00,249.949371015,30.7136993929,62.4979964725,0.159349974578,37.1018798503,116.476155989,98.5545022912,88.6287342318,9.90576805939,0.02
 01/20  18:00:00,256.375978925,30.3477284144,57.4066052671,0.29857438567,37.1018798503,116.476155989,110.223422587,91.7023392242,9.90576805939,8.61531530329
 01/20  19:00:00,159.713202348,27.738742812,44.917164658,0.0,24.7345865669,47.5788473902,76.5891184686,71.6162344389,4.9528840297,0.02
 01/20  20:00:00,160.0674053,28.2921898743,44.7179219245,0.0,24.7345865669,47.5788473902,82.8568385227,77.883954493,4.9528840297,0.02
 01/20  21:00:00,129.85618151,27.1391751611,36.9166484967,0.0,12.3672932834,38.6892022431,96.5572794425,93.5655490247,2.97173041782,0.02
 01/20  22:00:00,88.4169182295,14.4434796936,20.0982622857,0.0,12.3672932834,27.0668015668,60.3089787549,57.3172483371,2.97173041782,0.02
 01/20  23:00:00,79.1296007443,19.7353520292,24.7342946457,0.0,4.12243109448,15.9888894789,79.9176397372,76.9259093194,2.97173041782,0.02
 01/20  24:00:00,57.3465517483,10.4867053562,12.3942854702,0.0,4.12243109448,15.9888894789,47.7365771173,44.7448466995,2.97173041782,0.02
 01/21  01:00:00,79.5994051071,19.4586284981,25.4808224946,0.0,4.12243109448,15.9888894789,82.8864083959,79.8946779781,2.97173041782,0.02
 01/21  02:00:00,57.5330445619,10.4867053562,12.5807782316,0.0,4.12243109448,15.9888894789,48.8372908551,45.8455604373,2.97173041782,0.02
 01/21  03:00:00,79.4575518523,19.5508696751,25.2467280055,0.0,4.12243109448,15.9888894789,84.79269616,81.8009657422,2.97173041782,0.02
 01/21  04:00:00,61.7914151012,11.6397200694,15.686133994,0.0,4.12243109448,15.9888894789,51.2760591845,48.2843287667,2.97173041782,0.02
 01/21  05:00:00,93.1420232084,26.4473663332,31.77746923,0.0,4.12243109448,16.0517297156,120.289630427,117.297900009,2.97173041782,0.02
 01/21  06:00:00,94.770987691,27.1391751611,32.6929886172,0.021636228403,4.12243109448,16.0517297156,119.740131434,116.748401016,2.97173041782,0.02
 01/21  07:00:00,118.277422156,28.9839987023,35.1994635823,0.321030626872,4.12243109448,39.6058045677,100.740302741,97.7485723236,2.97173041782,0.02
 01/21  08:00:00,166.274051361,29.0295789821,40.6833816139,18.1926284986,12.3672932834,65.3531420225,155.604217717,150.631333688,4.9528840297,0.02
 01/21  09:00:00,169.299224952,29.0159703889,47.8738139579,10.9944887487,12.3672932834,68.2430321324,148.832156677,143.859272647,4.9528840297,0.02
 01/21  10:00:00,198.647407817,29.1337960223,53.6998420644,4.99564038733,16.4897243779,93.1370602926,143.163155334,126.627570068,7.92461444751,8.61097081821
 01/21  11:00:00,209.415466747,29.3094413214,58.974079504,3.99121081875,16.4897243779,93.1370602926,127.265097735,119.320483287,7.92461444751,0.02
 01/21  12:00:00,219.100120441,29.4841323858,63.3398054542,3.50344608102,16.4897243779,93.1370602926,123.09549028,115.150875833,7.92461444751,0.02
 01/21  13:00:00,217.342483064,29.6291743762,65.8142792911,2.79289805591,16.4897243779,83.9857416113,120.088345455,112.143731008,7.92461444751,0.02
 01/21  14:00:00,220.2769345,29.7351835244,66.6287614983,2.18734126322,16.4897243779,83.9857416113,117.644511929,109.699897481,7.92461444751,0.02
 01/21  15:00:00,215.886419955,29.7175250099,66.3341355593,1.72826966064,16.4897243779,83.9857416113,116.796106806,108.851492359,7.92461444751,0.02
 01/21  16:00:00,183.57107899,28.9839987023,57.9853666692,0.0,12.3672932834,70.6512738906,69.8406089079,56.2785195321,4.9528840297,8.6092053461
 01/21  17:00:00,176.987542171,28.9839987023,52.7934463402,0.0,12.3672932834,70.6512738906,64.9339782669,59.9610942373,4.9528840297,0.02
 01/21  18:00:00,168.32147341,28.9839987023,45.8128673519,0.0,12.3672932834,58.1284167478,71.8865722201,66.9136881904,4.9528840297,0.02
 01/21  19:00:00,118.650962319,26.2167633905,30.779994029,0.0,12.3672932834,24.9413748627,95.7690388464,90.7961548167,4.9528840297,0.02
 01/21  20:00:00,120.152350695,27.3697781038,30.252919137,0.0,12.3672932834,24.9413748627,103.297919582,98.3250355522,4.9528840297,0.02
 01/21  21:00:00,98.8688011171,26.2167633905,26.2577111773,0.0,4.12243109448,16.0517297156,112.814347851,109.822617433,2.97173041782,0.02
 01/21  22:00:00,64.6426447794,11.6518948402,12.0373326408,0.0,4.12243109448,15.9888894789,59.01208781,56.0203573922,2.97173041782,0.02
 01/21  23:00:00,87.7313764302,21.8473028254,20.9817090922,0.0,4.12243109448,15.9888894789,104.418305754,101.426575336,2.97173041782,0.02
 01/21  24:00:00,75.6529346534,18.8614599162,15.6370798574,0.0245668818003,4.12243109448,15.9888894789,83.5685051185,80.5767747007,2.97173041782,0.02
 01/22  01:00:00,83.8260330174,21.8473028254,18.7051038638,0.0,2.06121554724,15.9888894789,106.258110756,103.266380339,2.97173041782,0.02
 01/22  02:00:00,72.8834176953,17.5700834374,13.6478629369,0.0,2.06121554724,15.9888894789,86.5756095657,83.5838791479,2.97173041782,0.02
 01/22  03:00:00,84.9103675566,22.769714596,15.9867078838,0.406843320697,2.06121554724,15.9888894789,108.634313358,105.64258294,2.97173041782,0.02
 01/22  04:00:00,74.1829921486,17.9390481456,11.9782282871,0.488801802842,2.06121554724,15.9888894789,88.4623582516,85.4706278337,2.97173041782,0.02
 01/22  05:00:00,85.2783385669,22.769714596,14.6236386552,1.39199389919,2.06121554724,15.9888894789,109.897678083,106.905947666,2.97173041782,0.02
 01/22  06:00:00,75.3863234299,18.4002540309,11.5281929899,1.96838947537,2.06121554724,15.9888894789,88.9992188807,86.0074884628,2.97173041782,0.02
 01/22  07:00:00,86.3485499898,23.6921263666,14.141431234,5.03674797358,2.06121554724,15.9888894789,111.45338291,108.461652493,2.97173041782,0.02
 01/22  08:00:00,59.3458979986,17.4778422604,12.0074324902,0.0,2.06121554724,15.9888894789,88.9707844928,85.979054075,2.97173041782,0.02
 01/22  09:00:00,100.806411542,23.5998851896,18.6068464832,1.05519086673,4.12243109448,41.7362269337,104.07473818,99.1018541501,4.9528840297,0.02
 01/22  10:00:00,96.1160093895,18.9537010933,20.5377516947,0.747692139098,4.12243109448,41.7362269337,79.0106319887,74.037747959,4.9528840297,0.02
 01/22  11:00:00,125.226465557,23.6921263666,33.3269266026,0.605382953245,4.12243109448,41.7362269337,92.8361273659,87.8632433362,4.9528840297,0.02
 01/22  12:00:00,119.836608026,19.7840093579,31.9025303205,0.628588017453,4.12243109448,41.7362269337,73.0122298663,68.0393458366,4.9528840297,0.02
 01/22  13:00:00,136.383371551,23.6947480582,38.2591313647,0.181496287153,4.12243109448,41.7362269337,88.1268642976,83.1539802679,4.9528840297,0.02
 01/22  14:00:00,123.697718057,19.7871893155,35.2514073117,0.0727141689455,4.12243109448,41.7362269337,70.8557462905,65.8828622608,4.9528840297,0.02
 01/22  15:00:00,138.610338072,23.7013690419,40.0510751791,0.0196565440058,4.12243109448,41.7362269337,95.0753109435,81.520647638,4.9528840297,8.60177927581
